Experiment	Bacteria	Host	Category	Tissue	Additional_Condition	Treatment	Machine	Experimental_notes	Bias	Reference	Accession_type	Timepoint1_time	Timepoint1_accession	Timepoint2_time	Timepoint2_accession	Timepoint3_time	Timepoint3_accession	Timepoint4_time	Timepoint4_accession	Timepoint5_time	Timepoint5_accession	Timepoint6_time	Timepoint6_accession	Timepoint7_time	Timepoint7_accession	Timepoint8_time	Timepoint8_accession	Timepoint9_time	Timepoint9_accession	Timepoint10_time	Timepoint10_accession	Timepoint11_time	Timepoint11_accession	Timepoint12_time	Timepoint12_accession	Timepoint13_time	Timepoint13_accession	Timepoint14_time	Timepoint14_accession	Timepoint15_time	Timepoint15_accession	Timepoint16_time	Timepoint16_accession	Timepoint17_time	Timepoint17_accession	Timepoint18_time	Timepoint18_accession	Timepoint19_time	Timepoint19_accession	Timepoint20_time	Timepoint20_accession	Timepoint21_time	Timepoint21_accession	Timepoint22_time	Timepoint22_accession	Timepoint23_time	Timepoint23_accession	Timepoint24_time	Timepoint24_accession	Timepoint25_time	Timepoint25_accession	Timepoint26_time	Timepoint26_accession	Timepoint27_time	Timepoint27_accession	Timepoint28_time	Timepoint28_accession	Timepoint29_time	Timepoint29_accession	Timepoint30_time	Timepoint30_accession	Timepoint31_time	Timepoint31_accession	Timepoint32_time	Timepoint32_accession	Timepoint33_time	Timepoint33_accession	Timepoint34_time	Timepoint34_accession	Timepoint35_time	Timepoint35_accession	Timepoint36_time	Timepoint36_accession	Timepoint37_time	Timepoint37_accession	Timepoint38_time	Timepoint38_accession	Timepoint39_time	Timepoint39_accession	Timepoint40_time	Timepoint40_accession	Timepoint41_time	Timepoint41_accession	Timepoint42_time	Timepoint42_accession	Timepoint43_time	Timepoint43_accession	Timepoint44_time	Timepoint44_accession	Timepoint45_time	Timepoint45_accession	Timepoint46_time	Timepoint46_accession	Timepoint47_time	Timepoint47_accession	Timepoint48_time	Timepoint48_accession	Timepoint49_time	Timepoint49_accession	Timepoint50_time	Timepoint50_accession	Timepoint51_time	Timepoint51_accession	Timepoint52_time	Timepoint52_accession	Timepoint53_time	Timepoint53_accession	Timepoint54_time	Timepoint54_accession	Timepoint55_time	Timepoint55_accession	Timepoint56_time	Timepoint56_accession	Timepoint57_time	Timepoint57_accession	Timepoint58_time	Timepoint58_accession	Timepoint59_time	Timepoint59_accession	Timepoint60_time	Timepoint60_accession	Timepoint61_time	Timepoint61_accession	Timepoint62_time	Timepoint62_accession	Timepoint63_time	Timepoint63_accession	Timepoint64_time	Timepoint64_accession	Timepoint65_time	Timepoint65_accession	Timepoint66_time	Timepoint66_accession	Timepoint67_time	Timepoint67_accession	Timepoint68_time	Timepoint68_accession	Timepoint69_time	Timepoint69_accession	Timepoint70_time	Timepoint70_accession	Timepoint71_time	Timepoint71_accession	Timepoint72_time	Timepoint72_accession	Timepoint73_time	Timepoint73_accession	Timepoint74_time	Timepoint74_accession	Timepoint75_time	Timepoint75_accession	Timepoint76_time	Timepoint76_accession	Timepoint77_time	Timepoint77_accession	Timepoint78_time	Timepoint78_accession	Timepoint79_time	Timepoint79_accession	Timepoint80_time	Timepoint80_accession	Timepoint81_time	Timepoint81_accession	Timepoint82_time	Timepoint82_accession	Timepoint83_time	Timepoint83_accession	Timepoint84_time	Timepoint84_accession	Timepoint85_time	Timepoint85_accession	Timepoint86_time	Timepoint86_accession	Timepoint87_time	Timepoint87_accession	Timepoint88_time	Timepoint88_accession	Timepoint89_time	Timepoint89_accession	Timepoint90_time	Timepoint90_accession	Timepoint91_time	Timepoint91_accession	Timepoint92_time	Timepoint92_accession	Timepoint93_time	Timepoint93_accession	Timepoint94_time	Timepoint94_accession	Timepoint95_time	Timepoint95_accession	Timepoint96_time	Timepoint96_accession	Timepoint97_time	Timepoint97_accession	Timepoint98_time	Timepoint98_accession	Timepoint99_time	Timepoint99_accession	Timepoint100_time	Timepoint100_accession	Timepoint101_time	Timepoint101_accession	Timepoint102_time	Timepoint102_accession	Timepoint103_time	Timepoint103_accession	Timepoint104_time	Timepoint104_accession	Timepoint105_time	Timepoint105_accession	Timepoint106_time	Timepoint106_accession	Timepoint107_time	Timepoint107_accession	Timepoint108_time	Timepoint108_accession	Timepoint109_time	Timepoint109_accession	Timepoint110_time	Timepoint110_accession	Timepoint111_time	Timepoint111_accession	Timepoint112_time	Timepoint112_accession	Timepoint113_time	Timepoint113_accession	Timepoint114_time	Timepoint114_accession	Timepoint115_time	Timepoint115_accession	Timepoint116_time	Timepoint116_accession	Timepoint117_time	Timepoint117_accession	Timepoint118_time	Timepoint118_accession	Timepoint119_time	Timepoint119_accession	Timepoint120_time	Timepoint120_accession	Timepoint121_time	Timepoint121_accession	Timepoint122_time	Timepoint122_accession	Timepoint123_time	Timepoint123_accession	Timepoint124_time	Timepoint124_accession	Timepoint125_time	Timepoint125_accession	Timepoint126_time	Timepoint126_accession	Timepoint127_time	Timepoint127_accession	Timepoint128_time	Timepoint128_accession	Timepoint129_time	Timepoint129_accession	Timepoint130_time	Timepoint130_accession	Timepoint131_time	Timepoint131_accession	Timepoint132_time	Timepoint132_accession	Timepoint133_time	Timepoint133_accession	Timepoint134_time	Timepoint134_accession	Timepoint135_time	Timepoint135_accession	Timepoint136_time	Timepoint136_accession	Timepoint137_time	Timepoint137_accession	Timepoint138_time	Timepoint138_accession	Timepoint139_time	Timepoint139_accession	Timepoint140_time	Timepoint140_accession	Timepoint141_time	Timepoint141_accession	Timepoint142_time	Timepoint142_accession	Timepoint143_time	Timepoint143_accession	Timepoint144_time	Timepoint144_accession	Timepoint145_time	Timepoint145_accession	Timepoint146_time	Timepoint146_accession	Timepoint147_time	Timepoint147_accession	Timepoint148_time	Timepoint148_accession	Timepoint149_time	Timepoint149_accession	Timepoint150_time	Timepoint150_accession	Timepoint151_time	Timepoint151_accession	Timepoint152_time	Timepoint152_accession	Timepoint153_time	Timepoint153_accession	Timepoint154_time	Timepoint154_accession	Timepoint155_time	Timepoint155_accession	Timepoint156_time	Timepoint156_accession	Timepoint157_time	Timepoint157_accession	Timepoint158_time	Timepoint158_accession	Timepoint159_time	Timepoint159_accession	Timepoint160_time	Timepoint160_accession	Timepoint161_time	Timepoint161_accession	Timepoint162_time	Timepoint162_accession	Timepoint163_time	Timepoint163_accession	Timepoint164_time	Timepoint164_accession	Timepoint165_time	Timepoint165_accession	Timepoint166_time	Timepoint166_accession	Timepoint167_time	Timepoint167_accession	Timepoint168_time	Timepoint168_accession	Timepoint169_time	Timepoint169_accession	Timepoint170_time	Timepoint170_accession	Timepoint171_time	Timepoint171_accession	Timepoint172_time	Timepoint172_accession	Timepoint173_time	Timepoint173_accession	Timepoint174_time	Timepoint174_accession	Timepoint175_time	Timepoint175_accession	Timepoint176_time	Timepoint176_accession	Timepoint177_time	Timepoint177_accession	Timepoint178_time	Timepoint178_accession	Timepoint179_time	Timepoint179_accession	Timepoint180_time	Timepoint180_accession	Timepoint181_time	Timepoint181_accession	Timepoint182_time	Timepoint182_accession	Timepoint183_time	Timepoint183_accession	Timepoint184_time	Timepoint184_accession	Timepoint185_time	Timepoint185_accession	Timepoint186_time	Timepoint186_accession	Timepoint187_time	Timepoint187_accession	Timepoint188_time	Timepoint188_accession	Timepoint189_time	Timepoint189_accession	Timepoint190_time	Timepoint190_accession	Timepoint191_time	Timepoint191_accession	Timepoint192_time	Timepoint192_accession	Timepoint193_time	Timepoint193_accession	Timepoint194_time	Timepoint194_accession	Timepoint195_time	Timepoint195_accession	Timepoint196_time	Timepoint196_accession	Timepoint197_time	Timepoint197_accession	Timepoint198_time	Timepoint198_accession	Timepoint199_time	Timepoint199_accession	Timepoint200_time	Timepoint200_accession	Timepoint201_time	Timepoint201_accession	Timepoint202_time	Timepoint202_accession	Timepoint203_time	Timepoint203_accession	Timepoint204_time	Timepoint204_accession	Timepoint205_time	Timepoint205_accession	Timepoint206_time	Timepoint206_accession	Timepoint207_time	Timepoint207_accession	Timepoint208_time	Timepoint208_accession	Timepoint209_time	Timepoint209_accession	Timepoint210_time	Timepoint210_accession	Timepoint211_time	Timepoint211_accession	Timepoint212_time	Timepoint212_accession	Timepoint213_time	Timepoint213_accession	Timepoint214_time	Timepoint214_accession	Timepoint215_time	Timepoint215_accession	Timepoint216_time	Timepoint216_accession	Timepoint217_time	Timepoint217_accession	Timepoint218_time	Timepoint218_accession	Timepoint219_time	Timepoint219_accession	Timepoint220_time	Timepoint220_accession	Timepoint221_time	Timepoint221_accession	Timepoint222_time	Timepoint222_accession	Timepoint223_time	Timepoint223_accession	Timepoint224_time	Timepoint224_accession	Timepoint225_time	Timepoint225_accession	Timepoint226_time	Timepoint226_accession	Timepoint227_time	Timepoint227_accession	Timepoint228_time	Timepoint228_accession	Timepoint229_time	Timepoint229_accession	Timepoint230_time	Timepoint230_accession	Timepoint231_time	Timepoint231_accession	Timepoint232_time	Timepoint232_accession	Timepoint233_time	Timepoint233_accession
1	Mycobacteroides abscessus subsp abscessus	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001215945.1	1m	GCA_001213605.1	3m	GCA_001213225.1	3m	GCA_001213745.1	21m	GCA_001215845.1	22m	GCA_001215385.1	25m	GCA_001215965.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001213185.1	0m	GCA_001214025.1	1m	GCA_001213065.1	1m	GCA_001217465.1	2m	GCA_001217325.1	3m	GCA_001213545.1	3m	GCA_001213125.1	3m	GCA_001212825.1	4m	GCA_001213765.1	4m	GCA_001213325.1	4m	GCA_001213805.1	4m	GCA_001213905.1	4m	GCA_001214125.1	4m	GCA_001213245.1	7m	GCA_001213145.1	8m	GCA_001213585.1	11m	GCA_001213865.1	13m	GCA_001213465.1	14m	GCA_001214565.1	14m	GCA_001214205.1	19m	GCA_001215425.1	21m	GCA_001217005.1	22m	GCA_001215705.1	23m	GCA_001215125.1	25m	GCA_001215745.1	28m	GCA_001215205.1	31m	GCA_001215065.1	33m	GCA_001214405.1	36m	GCA_001214605.1	39m	GCA_001214665.1																																																																																																																																																																																																																																																																																																																																																																																																																						
1	Mycobacteroides abscessus subsp bolletii	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001212905.1	0m	GCA_001213985.1	0m	GCA_001216265.1	0m	GCA_001213305.1	4m	GCA_001213665.1	6m	GCA_001213445.1	9m	GCA_001213845.1	13m	GCA_001216285.1	13m	GCA_001215465.1	18m	GCA_001214065.1	18m	GCA_001214045.1	18m	GCA_001214105.1	23m	GCA_001216965.1	28m	GCA_001214225.1																																																																																																																																																																																																																																																																																																																																																																																																																																																						
1	Mycobacteroides abscessus subsp abscessus	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001217525.1	1m	GCA_001213725.1	1m	GCA_001215265.1	2m	GCA_001214185.1	4m	GCA_001212865.1	4m	GCA_001213965.1	9m	GCA_001212805.1	11m	GCA_001214085.1	11m	GCA_001213505.1	14m	GCA_001215625.1	17m	GCA_001212885.1	22m	GCA_001217185.1	24m	GCA_001214925.1	25m	GCA_001214585.1	26m	GCA_001215805.1	36m	GCA_001215005.1																																																																																																																																																																																																																																																																																																																																																																																																																																																		
1	Mycobacteroides abscessus subsp abscessus	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001213165.1	0m	GCA_001216065.1	1m	GCA_001212985.1	1m	GCA_001215165.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
1	Mycobacteroides abscessus subsp abscessus	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001213385.1	0m	GCA_001213685.1	14m	GCA_001213945.1	18m	GCA_001217145.1	18m	GCA_001213885.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001217105.1	0m	GCA_001213405.1	8m	GCA_001215245.1	9m	GCA_001214005.1	13m	GCA_001215825.1	19m	GCA_001214645.1	22m	GCA_001215645.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001213025.1	15m	GCA_001214145.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001213625.1	0m	GCA_001214165.1	0m	GCA_001216325.1	1m	GCA_001214385.1	4m	GCA_001215485.1	25m	GCA_001216665.1	26m	GCA_001215025.1	26m	GCA_001214505.1	27m	GCA_001216405.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																
1	Mycobacteroides abscessus subsp abscessus and Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001216945.1	2m	GCA_001213925.1	9m	GCA_001214245.1	12m	GCA_001216745.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001216685.1	1m	GCA_001216045.1	2m	GCA_001217485.1	2m	GCA_001214805.1	4m	GCA_001214905.1	4m	GCA_001216245.1	4m	GCA_001215605.1	4m	GCA_001216105.1	6m	GCA_001214345.1	6m	GCA_001215325.1	7m	GCA_001214945.1	8m	GCA_001215225.1	8m	GCA_001216005.1	10m	GCA_001214285.1	11m	GCA_001214525.1	11m	GCA_001213365.1	12m	GCA_001214825.1	15m	GCA_001217405.1																																																																																																																																																																																																																																																																																																																																																																																																																																														
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001214685.1	3m	GCA_001216825.1	4m	GCA_001217225.1	6m	GCA_001214465.1	8m	GCA_001217285.1	8m	GCA_001214305.1	10m	GCA_001215905.1	13m	GCA_001216625.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
1	Mycobacteroides abscessus subsp abscessus	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001213705.1	1m	GCA_001213785.1	1m	GCA_001213285.1	6m	GCA_001216305.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001217165.1	1m	GCA_001216525.1	1m	GCA_001214725.1	6m	GCA_001214885.1	7m	GCA_001216725.1	9m	GCA_001215345.1	10m	GCA_001216225.1	12m	GCA_001215285.1	13m	GCA_001216865.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001212945.1	1m	GCA_001217365.1	1m	GCA_001216185.1	1m	GCA_001216905.1	3m	GCA_001216885.1	4m	GCA_001214445.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
1	Mycobacteroides abscessus subsp massiliense	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis, Pseudomonas colocalization		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001216365.1	1m	GCA_001214265.1	2m	GCA_001214845.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
1	Mycobacteroides abscessus subsp abscessus	Homo sapiens	Active Infection/Persistent Infection	Sputum	Cystic Fibrosis		Illumina Hiseq	Pure culture		Bryant et al., 2013	Assembly	0m	GCA_001350895.1	1m	GCA_001216145.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
2	Mycobacterium tuberculosis	Homo sapiens	Active Infection	Sputum	Low Compliance	Isoniazid+Rifampicin	Illumina Genome Analyzer	Pure culture		Saunders et al., 2011	SRA	0m	ERR023195	9m	ERR023196	12m	ERR023197/ERR023198																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
3	Haemophilus influenzae	Homo sapiens	Persistent Infection	Sputum	COPD+Emphysema		Illumina Hiseq	Pure culture	Identical PFGE	Germendia et al., 2014	Assembly	0d	GCA_000636055.1	144d	GCA_000636035.1	571d	GCA_000636075.1																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
